Mã đích đến,Tỉnh Thành,Thành phố,Tên đích đến
238HQL27,Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Thuận-238HQL27
238HQL28,Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Văn-238HQL28
238HQL30,Nghệ An,Huyện Quỳnh Lưu,Xã Sơn Hải-238HQL30
210TPV11,Phú Thọ,Thành phố Việt Trì,Phường Tiên Cát-210TPV11
210TPV12,Phú Thọ,Thành phố Việt Trì,Phường Vân Cơ-210TPV12
210TPV14,Phú Thọ,Thành phố Việt Trì,Xã Chu Hóa-210TPV14
210TPV15,Phú Thọ,Thành phố Việt Trì,Xã Hùng Lô-210TPV15
210TPV17,Phú Thọ,Thành phố Việt Trì,Xã Kim Đức-210TPV17
210TPV19,Phú Thọ,Thành phố Việt Trì,Xã Sông Lô-210TPV19
210TPV20,Phú Thọ,Thành phố Việt Trì,Xã Tân Đức-210TPV20
210TPV22,Phú Thọ,Thành phố Việt Trì,Xã Thụy Vân-210TPV22
210TXP01,Phú Thọ,Thị xã Phú Thọ,Phường Âu Cơ-210TXP01
210TXP03,Phú Thọ,Thị xã Phú Thọ,Phường Phong Châu-210TXP03
210TXP04,Phú Thọ,Thị xã Phú Thọ,Phường Thanh Vinh-210TXP04
210TXP07,Phú Thọ,Thị xã Phú Thọ,Xã Hà Thạch-210TXP07
210TXP10,Phú Thọ,Thị xã Phú Thọ,Xã Văn Lung-210TXP10
210HCK02,Phú Thọ,Huyện Cẩm Khê,Xã Cấp Dẫn-210HCK02
210HCK03,Phú Thọ,Huyện Cẩm Khê,Xã Cát Trù-210HCK03
210HCK04,Phú Thọ,Huyện Cẩm Khê,Xã Chương Xá-210HCK04
210HCK06,Phú Thọ,Huyện Cẩm Khê,Xã Đồng Cam-210HCK06
210HCK08,Phú Thọ,Huyện Cẩm Khê,Xã Hiền Đa-210HCK08
239HHS06,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Châu-239HHS06
239HHS07,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Diệm-239HHS07
239HHS08,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Giang-239HHS08
239HHS09,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Hà-239HHS09
239HHS10,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Hàm-239HHS10
239HHS11,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Hòa-239HHS11
239HHS12,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Hồng-239HHS12
239HHS14,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Kim 2-239HHS14
239HHS15,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Lâm-239HHS15
239HHS16,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Lễ-239HHS16
239HHS19,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Mai-239HHS19
239HHS20,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Mỹ-239HHS20
239HHS22,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Phú-239HHS22
239HHS24,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Quang-239HHS24
239HHS26,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Tây-239HHS26
239HHS27,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Thịnh-239HHS27
239HHS29,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Tiến-239HHS29
239HHS30,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trà-239HHS30
239HKA01,Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Bắc-239HKA01
239HKA02,Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Châu-239HKA02
239HKA03,Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Đồng-239HKA03
239HKA05,Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Hải-239HKA05
239HKA06,Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Hợp-239HKA06
293HPH05,Hậu Giang,Huyện Phụng Hiệp,Xã Hiệp Hưng-293HPH05
293HPH06,Hậu Giang,Huyện Phụng Hiệp,Xã Hòa An-293HPH06
293HPH07,Hậu Giang,Huyện Phụng Hiệp,Xã Hòa Mỹ-293HPH07
269HCH08,Gia Lai,Huyện Chư Păh,Xã Ia Ka-269HCH08
269HCH09,Gia Lai,Huyện Chư Păh,Xã Ia Khươl-269HCH09
269HCH10,Gia Lai,Huyện Chư Păh,Xã Ia Kreng-269HCH10
269HCH11,Gia Lai,Huyện Chư Păh,Xã Ia Mơ Nông-269HCH11
269HCH13,Gia Lai,Huyện Chư Păh,Xã Ia Phí-269HCH13
269HCH14,Gia Lai,Huyện Chư Păh,Xã Nghĩa Hòa-269HCH14
269HCH15,Gia Lai,Huyện Chư Păh,Xã Nghĩa Hưng-269HCH15
269HCS01,Gia Lai,Huyện Chư Sê,Thị trấn Chư Sê-269HCS01
269HCS02,Gia Lai,Huyện Chư Sê,Xã Al Bá-269HCS02
269HCS03,Gia Lai,Huyện Chư Sê,Xã Ayun-269HCS03
269HCS06,Gia Lai,Huyện Chư Sê,Xã Chư Pơng-269HCS06
024HHD16,Hà Nội,Huyện Hoài Đức,Xã Sơn Đồng-024HHD16
024HHD18,Hà Nội,Huyện Hoài Đức,Xã Vân Canh-024HHD18
024HHD19,Hà Nội,Huyện Hoài Đức,Xã Vân Côn-024HHD19
024HMD03,Hà Nội,Huyện Mỹ Đức,Xã An Phú-024HMD03
024HMD06,Hà Nội,Huyện Mỹ Đức,Xã Đại Hưng-024HMD06
024HMD07,Hà Nội,Huyện Mỹ Đức,Xã Đốc Tín-024HMD07
024HMD10,Hà Nội,Huyện Mỹ Đức,Xã Hợp Thanh-024HMD10
024HMD11,Hà Nội,Huyện Mỹ Đức,Xã Hợp Tiến-024HMD11
024HMD14,Hà Nội,Huyện Mỹ Đức,Xã Lê Thanh-024HMD14
024HMD17,Hà Nội,Huyện Mỹ Đức,Xã Phúc Lâm-024HMD17
024HMD19,Hà Nội,Huyện Mỹ Đức,Xã Thượng Lâm-024HMD19
024HMD21,Hà Nội,Huyện Mỹ Đức,Xã Vạn Kim-024HMD21
024HML01,Hà Nội,Huyện Mê Linh,Thị trấn Chi Đông-024HML01
024HML04,Hà Nội,Huyện Mê Linh,Xã Đại Thịnh-024HML04
024HML05,Hà Nội,Huyện Mê Linh,Xã Hoàng Kim-024HML05
261HTD02,Đắk Nông,Huyện Tuy Đức,Xã Đắk Ngo-261HTD02
261HTD03,Đắk Nông,Huyện Tuy Đức,Xã Đắk RTíh-261HTD03
261HTD05,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tân-261HTD05
261TXG01,Đắk Nông,Thị xã Gia Nghĩa,Phường Nghĩa Đức-261TXG01
261TXG02,Đắk Nông,Thị xã Gia Nghĩa,Phường Nghĩa Phú-261TXG02
261TXG03,Đắk Nông,Thị xã Gia Nghĩa,Phường Nghĩa Tân-261TXG03
261TXG04,Đắk Nông,Thị xã Gia Nghĩa,Phường Nghĩa Thành-261TXG04
261TXG06,Đắk Nông,Thị xã Gia Nghĩa,Xã Đắk Nia-261TXG06
215HMC12,Điện Biên,Huyện Mường Chà,Xã Sá Tổng-215HMC12
215HMN01,Điện Biên,Huyện Mường Nhé,Xã Chung Chải-215HMN01
215HMN03,Điện Biên,Huyện Mường Nhé,Xã Leng Su Sìn-215HMN03
215HMN04,Điện Biên,Huyện Mường Nhé,Xã Mường Nhé-215HMN04
215HMN08,Điện Biên,Huyện Mường Nhé,Xã Pá Mỳ-215HMN08
215HMN09,Điện Biên,Huyện Mường Nhé,Xã Quảng Lâm-215HMN09
215HMN11,Điện Biên,Huyện Mường Nhé,Xã Sín Thầu-215HMN11
215HNP01,Điện Biên,Huyện Nậm Pồ,Xã Chà Cang-215HNP01
215HNP03,Điện Biên,Huyện Nậm Pồ,Xã Chà Tở-215HNP03
215HNP04,Điện Biên,Huyện Nậm Pồ,Xã Na Cô Sa-215HNP04
215HNP05,Điện Biên,Huyện Nậm Pồ,Xã Nà Bủng-215HNP05
215HNP08,Điện Biên,Huyện Nậm Pồ,Xã Nậm Chua-215HNP08
215HNP09,Điện Biên,Huyện Nậm Pồ,Xã Nậm Khăn-215HNP09
269TPP20,Gia Lai,Thành phố Pleiku,Xã Diên Phú-269TPP20
269TPP21,Gia Lai,Thành phố Pleiku,Xã Tân Sơn-269TPP21
269TPP23,Gia Lai,Thành phố Pleiku,Xã Chư Á-269TPP23
269XAK02,Gia Lai,Thị xã An Khê,Phường An Phú-269XAK02
210HCK09,Phú Thọ,Huyện Cẩm Khê,Xã Hương Lung-210HCK09
210HCK10,Phú Thọ,Huyện Cẩm Khê,Xã Ngô Xá-210HCK10
210HCK11,Phú Thọ,Huyện Cẩm Khê,Xã Phú Khê-210HCK11
210HCK12,Phú Thọ,Huyện Cẩm Khê,Xã Phú Lạc-210HCK12
210HCK13,Phú Thọ,Huyện Cẩm Khê,Xã Phùng Xá-210HCK13
210HCK14,Phú Thọ,Huyện Cẩm Khê,Xã Phượng Vĩ-210HCK14
210HCK16,Phú Thọ,Huyện Cẩm Khê,Xã Sai Nga-210HCK16
210HCK17,Phú Thọ,Huyện Cẩm Khê,Xã Sơn Nga-210HCK17
210HCK18,Phú Thọ,Huyện Cẩm Khê,Xã Sơn Tình-210HCK18
210HCK19,Phú Thọ,Huyện Cẩm Khê,Xã Tạ Xá-210HCK19
210HCK21,Phú Thọ,Huyện Cẩm Khê,Xã Thanh Nga-210HCK21
297TPR11,Kiên Giang,Thành phố Rạch Giá,Phường Vĩnh Thông-297TPR11
297TXH01,Kiên Giang,Thị xã Hà Tiên,Phường Tô Châu-297TXH01
297TXH02,Kiên Giang,Thị xã Hà Tiên,Phường Đông Hồ-297TXH02
297TXH04,Kiên Giang,Thị xã Hà Tiên,Phường Pháo Đài-297TXH04
297TXH05,Kiên Giang,Thị xã Hà Tiên,Xã Mỹ Đức-297TXH05
297TXH07,Kiên Giang,Thị xã Hà Tiên,Xã Thuận Yên-297TXH07
297HTH08,Kiên Giang,Huyện Tân Hiệp,Xã Tân Hiệp A -297HTH08
297HTH06,Kiên Giang,Huyện Tân Hiệp,Xã Thạnh Đông B-297HTH06
297HDP08,Kiên Giang,Huyện Đảo Phú Quốc,Xã Hòn Thơm-297HDP08
297HGR02,Kiên Giang,Huyện Giồng Riềng,Xã Thạnh Hưng-297HGR02
297HGR17,Kiên Giang,Huyện Giồng Riềng,Xã Vĩnh Phú-297HGR17
297HGQ07,Kiên Giang,Huyện Gò Quao,Xã Vĩnh Hòa Hưng Nam-297HGQ07
297HGQ11,Kiên Giang,Huyện Gò Quao,Xã Vĩnh Thắng-297HGQ11
293HPH09,Hậu Giang,Huyện Phụng Hiệp,Xã Phụng Hiệp-293HPH09
293HPH10,Hậu Giang,Huyện Phụng Hiệp,Xã Phương Bình-293HPH10
293HPH11,Hậu Giang,Huyện Phụng Hiệp,Xã Phương Phú-293HPH11
293HPH13,Hậu Giang,Huyện Phụng Hiệp,Xã Tân Long-293HPH13
293HPH14,Hậu Giang,Huyện Phụng Hiệp,Xã Tân Phước Hưng-293HPH14
293HPH15,Hậu Giang,Huyện Phụng Hiệp,Xã Thạnh Hòa-293HPH15
293HVT01,Hậu Giang,Huyện Vị Thủy,Thị trấn Nàng Mau-293HVT01
293HVT02,Hậu Giang,Huyện Vị Thủy,Xã Vị Bình-293HVT02
293HVT04,Hậu Giang,Huyện Vị Thủy,Xã Vị Thắng-293HVT04
293HVT06,Hậu Giang,Huyện Vị Thủy,Xã Vị Thủy-293HVT06
293HVT08,Hậu Giang,Huyện Vị Thủy,Xã Vĩnh Thuận Tây-293HVT08
293TPV01,Hậu Giang,Thành phố Vị Thanh,Phường 1-293TPV01
293TPV02,Hậu Giang,Thành phố Vị Thanh,Phường 3-293TPV02
293TPV05,Hậu Giang,Thành phố Vị Thanh,Phường 7-293TPV05
293TPV06,Hậu Giang,Thành phố Vị Thanh,Xã Hỏa Lựu-293TPV06
293TPV09,Hậu Giang,Thành phố Vị Thanh,Xã Vị Tân-293TPV09
293TXL01,Hậu Giang,Thị xã Long Mỹ,Phường Bình Thạnh-293TXL01
293TXL04,Hậu Giang,Thị xã Long Mỹ,Phường Vĩnh Tường-293TXL04
293TXL05,Hậu Giang,Thị xã Long Mỹ,Xã Long Bình-293TXL05
293TXL07,Hậu Giang,Thị xã Long Mỹ,Xã Long Trị-293TXL07
293TXL08,Hậu Giang,Thị xã Long Mỹ,Xã Long Trị A-293TXL08
293TXN01,Hậu Giang,Thị xã Ngã Bảy,Phường Hiệp Thành-293TXN01
277HHN02,Đồng Tháp,Huyện Hồng Ngự,Xã Long Khánh A-277HHN02
277HHN03,Đồng Tháp,Huyện Hồng Ngự,Xã Long Khánh B-277HHN03
024HML06,Hà Nội,Huyện Mê Linh,Xã Kim Hoa-024HML06
024HML07,Hà Nội,Huyện Mê Linh,Xã Liên Mạc-024HML07
024HML08,Hà Nội,Huyện Mê Linh,Xã Mê Linh-024HML08
024HML09,Hà Nội,Huyện Mê Linh,Xã Tam Đồng-024HML09
024HML10,Hà Nội,Huyện Mê Linh,Xã Thạch Đà-024HML10
024HML12,Hà Nội,Huyện Mê Linh,Xã Tiền Phong-024HML12
024HML13,Hà Nội,Huyện Mê Linh,Xã Tiến Thắng-024HML13
024HML14,Hà Nội,Huyện Mê Linh,Xã Tiến Thịnh-024HML14
024HML16,Hà Nội,Huyện Mê Linh,Xã Tự Lập-024HML16
024HML18,Hà Nội,Huyện Mê Linh,Xã Vạn Yên-024HML18
024HPT01,Hà Nội,Huyện Phúc Thọ,Thị trấn Phúc Thọ-024HPT01
024HPT04,Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận-024HPT04
024HPT06,Hà Nội,Huyện Phúc Thọ,Xã Long Xuyên-024HPT06
239TXH03,Hà Tĩnh,Thị xã Hồng Lĩnh,Phường Đức Thuận-239TXH03
239TXH05,Hà Tĩnh,Thị xã Hồng Lĩnh,Phường Trung Lương-239TXH05
239TXH06,Hà Tĩnh,Thị xã Hồng Lĩnh,Xã Thuận Lộc-239TXH06
239TXK03,Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Phương-239TXK03
239TXK05,Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Trinh-239TXK05
239TXK07,Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Hà-239TXK07
239TXK08,Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Hoa-239TXK08
239TXK09,Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Hưng-239TXK09
239TXK12,Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Ninh-239TXK12
220HBG02,Hải Dương,Huyện Bình Giang,Xã Bình Minh-220HBG02
220HBG03,Hải Dương,Huyện Bình Giang,Xã Bình Xuyên-220HBG03
220HBG04,Hải Dương,Huyện Bình Giang,Xã Cổ Bì-220HBG04
269XAK03,Gia Lai,Thị xã An Khê,Phường An Phước-269XAK03
269XAK04,Gia Lai,Thị xã An Khê,Phường An Tân-269XAK04
269XAK05,Gia Lai,Thị xã An Khê,Phường Ngô Mây-269XAK05
269XAK06,Gia Lai,Thị xã An Khê,Phường Tây Sơn-269XAK06
269XAK07,Gia Lai,Thị xã An Khê,Xã Cửu An-269XAK07
269XAK09,Gia Lai,Thị xã An Khê,Xã Thành An-269XAK09
269XAK10,Gia Lai,Thị xã An Khê,Xã Tú An-269XAK10
269XAK11,Gia Lai,Thị xã An Khê,Xã Xuân An-269XAK11
269XAP02,Gia Lai,Thị xã Ayun Pa,Phường Đoàn Kết-269XAP02
269XAP04,Gia Lai,Thị xã Ayun Pa,Phường Sông Bờ-269XAP04
269XAP05,Gia Lai,Thị xã Ayun Pa,Xã Chư Băh-269XAP05
269XAP07,Gia Lai,Thị xã Ayun Pa,Xã Ia Rtô-269XAP07
269XAP08,Gia Lai,Thị xã Ayun Pa,Xã Ia Sao-269XAP08
219HBM03,Hà Giang,Huyện Bắc Mê,Xã Đường Hồng-219HBM03
219HBM04,Hà Giang,Huyện Bắc Mê,Xã Giáp Trung-219HBM04
219HBM06,Hà Giang,Huyện Bắc Mê,Xã Minh Ngọc-219HBM06
219HBM07,Hà Giang,Huyện Bắc Mê,Xã Minh Sơn-219HBM07
219HBM09,Hà Giang,Huyện Bắc Mê,Xã Phú Nam-219HBM09
219HBM11,Hà Giang,Huyện Bắc Mê,Xã Yên Cường-219HBM11
219HBQ01,Hà Giang,Huyện Bắc Quang,Thị trấn Việt Quang-219HBQ01
219HBQ03,Hà Giang,Huyện Bắc Quang,Xã Bằng Hành-219HBQ03
219HBQ04,Hà Giang,Huyện Bắc Quang,Xã Đồng Tâm-219HBQ04
219HBQ06,Hà Giang,Huyện Bắc Quang,Xã Đồng Tiến-219HBQ06
219HBQ08,Hà Giang,Huyện Bắc Quang,Xã Đức Xuân-219HBQ08
024HTN20,Hà Nội,Huyện Thường Tín,Xã Thống Nhất-024HTN20
234HQD09,Thừa Thiên – Huế,Huyện Quảng Điền,Xã Quảng Thành-234HQD09
234HQD10,Thừa Thiên – Huế,Huyện Quảng Điền,Xã Quảng Thọ-234HQD10
234HQD11,Thừa Thiên – Huế,Huyện Quảng Điền,Xã Quảng Vinh-234HQD11
234TPH01,Thừa Thiên – Huế,Thành phố Huế,Phường An Cựu-234TPH01
234TPH02,Thừa Thiên – Huế,Thành phố Huế,Phường An Đông-234TPH02
234TPH03,Thừa Thiên – Huế,Thành phố Huế,Phường An Hoà-234TPH03
234TPH05,Thừa Thiên – Huế,Thành phố Huế,Phường Hương Long-234TPH05
234TPH06,Thừa Thiên – Huế,Thành phố Huế,Phường Hương Sơ-234TPH06
234TPH07,Thừa Thiên – Huế,Thành phố Huế,Phường Kim Long-234TPH07
234TPH09,Thừa Thiên – Huế,Thành phố Huế,Phường Phú Cát-234TPH09
234TPH10,Thừa Thiên – Huế,Thành phố Huế,Phường Phú Hậu-234TPH10
234TPH13,Thừa Thiên – Huế,Thành phố Huế,Phường Phú Hội-234TPH13
234TPH14,Thừa Thiên – Huế,Thành phố Huế,Phường Phú Nhuận-234TPH14
234TPH16,Thừa Thiên – Huế,Thành phố Huế,Phường Phước Vĩnh-234TPH16
234TPH18,Thừa Thiên – Huế,Thành phố Huế,Phường Tây Lộc-234TPH18
234TPH20,Thừa Thiên – Huế,Thành phố Huế,Phường Thuận Lộc-234TPH20
234TPH21,Thừa Thiên – Huế,Thành phố Huế,Phường Thuận Thành-234TPH21
234TPH23,Thừa Thiên – Huế,Thành phố Huế,Phường Thuỷ Xuân-234TPH23
234TPH25,Thừa Thiên – Huế,Thành phố Huế,Phường Vĩnh Ninh-234TPH25
211HTG07,Vĩnh Phúc,Huyện Tam Dương,Xã Hoàng Hoa-211HTG07
211HTG08,Vĩnh Phúc,Huyện Tam Dương,Xã Hoàng Lâu-211HTG08
211HTG11,Vĩnh Phúc,Huyện Tam Dương,Xã Kim Long-211HTG11
251HVC04,Đồng Nai,Huyện Vĩnh Cửu,Xã Hiếu Liêm-251HVC04
251HVC07,Đồng Nai,Huyện Vĩnh Cửu,Xã Tân An-251HVC07
219HQB06,Hà Giang,Huyện Quản Bạ,Xã Lùng Tám-219HQB06
219HQB07,Hà Giang,Huyện Quản Bạ,Xã Nghĩa Thuận-219HQB07
219HQB09,Hà Giang,Huyện Quản Bạ,Xã Quyết Tiến-219HQB09
219HQB10,Hà Giang,Huyện Quản Bạ,Xã Tả Ván-219HQB10
219HQB11,Hà Giang,Huyện Quản Bạ,Xã Thái An-219HQB11
219HQB12,Hà Giang,Huyện Quản Bạ,Xã Thanh Vân-219HQB12
219HQB13,Hà Giang,Huyện Quản Bạ,Xã Tùng Vài-219HQB13
219HQH02,Hà Giang,Huyện Quang Bình,Xã Bản Rịa-219HQH02
219HQH04,Hà Giang,Huyện Quang Bình,Xã Hương Sơn-219HQH04
219HQH05,Hà Giang,Huyện Quang Bình,Xã Nà Khương-219HQH05
219HQH11,Hà Giang,Huyện Quang Bình,Xã Vĩ Thượng-219HQH11
219HQH12,Hà Giang,Huyện Quang Bình,Xã Xuân Giang-219HQH12
219HQH14,Hà Giang,Huyện Quang Bình,Xã Yên Hà-219HQH14
219HQH16,Hà Giang,Huyện Quang Bình,Xã Sủng Thài-219HQH16
219HQH18,Hà Giang,Huyện Quang Bình,Xã Thắng Mố-219HQH18
219HVX01,Hà Giang,Huyện Vị Xuyên,Thị trấn Vị Xuyên-219HVX01
219HVX05,Hà Giang,Huyện Vị Xuyên,Xã Đạo Đức-219HVX05
219HVX06,Hà Giang,Huyện Vị Xuyên,Xã Kim Linh-219HVX06
219HVX07,Hà Giang,Huyện Vị Xuyên,Xã Kim Thạch-219HVX07
219HVX08,Hà Giang,Huyện Vị Xuyên,Xã Lao Chải-219HVX08
219HVX10,Hà Giang,Huyện Vị Xuyên,Xã Minh Tân-219HVX10
219HVX11,Hà Giang,Huyện Vị Xuyên,Xã Ngọc Linh-219HVX11
219HVX14,Hà Giang,Huyện Vị Xuyên,Xã Phú Linh-219HVX14
225QHA03,Hải Phòng,Quận Hải An,Phường Đông Hải 2-225QHA03
225QHA05,Hải Phòng,Quận Hải An,Phường Đằng Lâm-225QHA05
225QHA06,Hải Phòng,Quận Hải An,Phường Nam Hải-225QHA06
225QHA07,Hải Phòng,Quận Hải An,Phường Thành Tô-225QHA07
225QHB01,Hải Phòng,Quận Hồng Bàng,Phường Hạ Lý-225QHB01
225QHB02,Hải Phòng,Quận Hồng Bàng,Phường Hoàng Văn Thụ-225QHB02
225QHB04,Hải Phòng,Quận Hồng Bàng,Phường Minh Khai-225QHB04
225QHB07,Hải Phòng,Quận Hồng Bàng,Phường Quán Toan-225QHB07
225QHB08,Hải Phòng,Quận Hồng Bàng,Phường Quang Trung-225QHB08
225QHB11,Hải Phòng,Quận Hồng Bàng,Phường Trại Chuối-225QHB11
225QKA01,Hải Phòng,Quận Kiến An,Phường Bắc Sơn-225QKA01
225QKA03,Hải Phòng,Quận Kiến An,Phường Lãm Hà-225QKA03
225QKA04,Hải Phòng,Quận Kiến An,Phường Nam Sơn-225QKA04
226TPP04,Hà Nam,Thành phố Phủ Lý,Phường Lê Hồng Phong-226TPP04
226TPP10,Hà Nam,Thành phố Phủ Lý,Phường Thanh Tuyền-226TPP10
024QHB01,Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du-024QHB01
239HDT05,Hà Tĩnh,Huyện Đức Thọ,Xã Đức Đồng-239HDT05
239HDT13,Hà Tĩnh,Huyện Đức Thọ,Xã Đức Long-239HDT13
239HDT21,Hà Tĩnh,Huyện Đức Thọ,Xã Đức Yên-239HDT21
239HHK07,Hà Tĩnh,Huyện Hương Khê,Xã Hương Giang-239HHK07
239HHK15,Hà Tĩnh,Huyện Hương Khê,Xã Hương Xuân-239HHK15
293TPV07,Hậu Giang,Thành phố Vị Thanh,Xã Hỏa Tiến-293TPV07
293HCH05,Hậu Giang,Huyện Châu Thành(HG),Xã Đông Phước A-293HCH05
226HLN05,Hà Nam,Huyện Lý Nhân,Xã Công Lý-226HLN05
226HLN14,Hà Nam,Huyện Lý Nhân,Xã Nhân Đạo-226HLN14
226HLN22,Hà Nam,Huyện Lý Nhân,Xã Văn Lý-226HLN22
226HTL06,Hà Nam,Huyện Thanh Liêm,Xã Liêm Túc-226HTL06
239HCX01,Hà Tĩnh,Huyện Cẩm Xuyên,Thị trấn Cẩm Xuyên-239HCX01
239HCX10,Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Lạc-239HCX10
239HCX18,Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Quan-239HCX18
239HCX25,Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Trung-239HCX25
225QDS04,Hải Phòng,Quận Đồ Sơn,Phường Ngọc Hải-225QDS04
225QHA04,Hải Phòng,Quận Hải An,Phường Đằng Hải-225QHA04
225QHB03,Hải Phòng,Quận Hồng Bàng,Phường Hùng Vương-225QHB03
225QKA05,Hải Phòng,Quận Kiến An,Phường Ngọc Sơn-225QKA05
294TXD07,Trà Vinh,Thị xã Duyên Hải,Xã Trường Long Hòa-294TXD07
294HCL07,Trà Vinh,Huyện Càng Long,Xã Đức Mỹ-294HCL07
294HCL14,Trà Vinh,Huyện Càng Long,Xã Tân Bình-294HCL14
294HCK12,Trà Vinh,Huyện Cầu Kè,Xã Thông Hòa-294HCK12
220TXC13,Hải Dương,Thị xã Chí Linh,Xã Hoàng Hoa Thám-220TXC13
207HCH10,Tuyên Quang,Huyện Chiêm Hoá,Xã Linh Phú-207HCH10
270PVL01,Vĩnh Long,Thành phố Vĩnh Long,phường 1-270PVL01
270PVL02,Vĩnh Long,Thành phố Vĩnh Long,phường 2-270PVL02
270PVL05,Vĩnh Long,Thành phố Vĩnh Long,phường 5-270PVL05
270PVL06,Vĩnh Long,Thành phố Vĩnh Long,phường 8-270PVL06
270PVL08,Vĩnh Long,Thành phố Vĩnh Long,phường Tân Hoà-270PVL08
270PVL09,Vĩnh Long,Thành phố Vĩnh Long,phường Tân Hội-270PVL09
211HTG12,Vĩnh Phúc,Huyện Tam Dương,Xã Thanh Vân-211HTG12
211HTG13,Vĩnh Phúc,Huyện Tam Dương,Xã Vân Hội-211HTG13
211HVT01,Vĩnh Phúc,Huyện Vĩnh Tường,Thị trấn Vĩnh Tường-211HVT01
211HVT03,Vĩnh Phúc,Huyện Vĩnh Tường,Thị trấn Tứ Trưng-211HVT03
211HVT05,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bình Dương-211HVT05
211HVT06,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bồ Sao-211HVT06
211HVT09,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Đại Đồng-211HVT09
211HVT10,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Kim Xá-211HVT10
211HVT12,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lý Nhân-211HVT12
211HVT15,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Phú Đa-211HVT15
211HVT16,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Phú Thịnh-211HVT16
211HVT20,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Thượng Trưng-211HVT20
211HVT21,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tuân Chính-211HVT21
211HVT23,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Việt Xuân-211HVT23
211HVT24,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Ninh-211HVT24
211HVT26,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Thịnh-211HVT26
211HVT28,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Yên Bình-211HVT28
211HYL01,Vĩnh Phúc,Huyện Yên Lạc,Thị trấn Yên Lạc-211HYL01
211HYL02,Vĩnh Phúc,Huyện Yên Lạc,Xã Bình Định-211HYL02
211HYL04,Vĩnh Phúc,Huyện Yên Lạc,Xã Đồng Cương-211HYL04
211HYL07,Vĩnh Phúc,Huyện Yên Lạc,Xã Hồng Phương-211HYL07
211HYL08,Vĩnh Phúc,Huyện Yên Lạc,Xã Liên Châu-211HYL08
211HYL10,Vĩnh Phúc,Huyện Yên Lạc,Xã Tam Hồng-211HYL10
211HYL11,Vĩnh Phúc,Huyện Yên Lạc,Xã Tề Lỗ-211HYL11
219HVX15,Hà Giang,Huyện Vị Xuyên,Xã Phương Tiến-219HVX15
219HVX16,Hà Giang,Huyện Vị Xuyên,Xã Quảng Ngần-219HVX16
219HVX18,Hà Giang,Huyện Vị Xuyên,Xã Thanh Thủy-219HVX18
219HVX19,Hà Giang,Huyện Vị Xuyên,Xã Thuận Hòa-219HVX19
